DATE,COUNTRY,BASE_DEMAND,MARKETING_SPEND,GDP_GROWTH,INFLATION_RATE,SEASONALITY_INDEX,FINAL_DEMAND
2023-Jan-22,JAPAN,90,39648.6,1.49,3.88,0.87,134
2023-Jan-23,JAPAN,90,32165.6,0.61,3.35,0.91,113
2023-Jan-24,JAPAN,90,32769.16,1.0,2.08,1.05,154
2023-Jan-25,JAPAN,90,33276.06,3.9,2.63,1.02,152
2023-Jan-26,JAPAN,90,39328.79,2.26,1.35,0.88,126
2023-Jan-27,JAPAN,90,41547.59,2.52,3.62,0.96,159
2023-Jan-28,JAPAN,90,34278.01,3.08,1.23,0.86,114
2023-Jan-29,JAPAN,90,14231.87,2.08,4.35,0.89,71
2023-Jan-30,JAPAN,90,36244.81,2.1,3.01,0.9,142
2023-Jan-31,JAPAN,90,45492.54,3.59,2.26,0.95,166
2023-Feb-01,JAPAN,90,23722.55,2.02,1.9,0.99,106
2023-Feb-02,JAPAN,90,42177.89,1.82,2.6,1.0,147
2023-Feb-03,JAPAN,90,39823.31,1.55,4.99,0.9,112
2023-Feb-04,JAPAN,90,36130.73,3.37,3.04,0.99,137
2023-Feb-05,JAPAN,90,34892.7,3.45,1.11,1.04,167
2023-Feb-06,JAPAN,90,42515.56,2.17,2.28,0.99,144
2023-Feb-07,JAPAN,90,60059.96,2.66,3.1,0.89,185
2023-Feb-08,JAPAN,90,41264.75,2.27,0.97,0.94,145
2023-Feb-09,JAPAN,90,38128.02,4.17,2.57,1.04,170
2023-Feb-10,JAPAN,90,41117.21,3.92,1.52,1.04,166
2023-Feb-11,JAPAN,90,47013.5,2.61,4.67,0.9,127
2023-Feb-12,JAPAN,90,58939.31,1.48,4.15,0.96,153
2023-Feb-13,JAPAN,90,25838.05,3.89,3.09,0.93,99
2023-Feb-14,JAPAN,90,38366.96,3.39,0.73,0.93,187
2023-Feb-15,JAPAN,90,53114.43,1.47,2.98,0.88,158
2023-Feb-16,JAPAN,90,34974.8,2.7,3.73,0.93,142
2023-Feb-17,JAPAN,90,35668.55,2.75,3.29,1.04,132
2023-Feb-18,JAPAN,90,33169.42,3.05,2.56,0.91,116
2023-Feb-19,JAPAN,90,39912.67,2.73,4.38,0.9,127
2023-Feb-20,JAPAN,90,48453.8,2.77,2.26,0.93,167
2023-Feb-21,JAPAN,90,41958.0,2.85,3.4,1.0,143
2023-Feb-22,JAPAN,90,39335.29,3.08,4.82,1.04,157
2023-Feb-23,JAPAN,90,40017.17,3.1,2.96,0.97,132
2023-Feb-24,JAPAN,90,38822.88,2.81,4.36,0.99,130
2023-Feb-25,JAPAN,90,46983.46,2.85,0.99,0.85,176
2023-Feb-26,JAPAN,90,51491.44,3.22,2.77,0.9,141
2023-Feb-27,JAPAN,90,39351.81,3.85,2.67,0.95,143
2023-Feb-28,JAPAN,90,49997.68,4.07,2.96,0.87,132
2023-Mar-01,JAPAN,90,39820.25,2.44,4.89,0.99,150
2023-Mar-02,JAPAN,90,40977.94,2.0,2.02,0.94,134
2023-Mar-03,JAPAN,90,30821.27,3.32,2.26,0.9,110
2023-Mar-04,JAPAN,90,43650.0,2.13,3.34,0.88,91
2023-Mar-05,JAPAN,90,39664.96,3.42,3.49,0.99,145
2023-Mar-06,JAPAN,90,41791.41,2.14,2.24,0.91,110
2023-Mar-07,JAPAN,90,29987.17,3.67,2.21,0.98,117
2023-Mar-08,JAPAN,90,36356.26,3.01,2.88,0.96,139
2023-Mar-09,JAPAN,90,37088.85,3.06,4.47,1.02,158
2023-Mar-10,JAPAN,90,58954.3,4.85,3.72,0.89,186
2023-Mar-11,JAPAN,90,49685.61,2.28,2.54,1.04,169
2023-Mar-12,JAPAN,90,46812.73,2.02,3.41,0.95,133
2023-Mar-13,JAPAN,90,50595.86,1.46,2.18,0.88,128
2023-Mar-14,JAPAN,90,35977.05,1.77,3.13,0.92,139
2023-Mar-15,JAPAN,90,42163.27,1.8,3.68,0.98,154
2023-Mar-16,JAPAN,90,48476.52,1.89,3.66,0.94,138
2023-Mar-17,JAPAN,90,33714.4,2.23,4.52,0.99,146
2023-Mar-18,JAPAN,90,36852.5,2.67,3.06,0.89,101
2023-Mar-19,JAPAN,90,42995.53,3.46,3.15,0.98,165
2023-Mar-20,JAPAN,90,38008.21,2.25,2.2,1.02,151
2023-Mar-21,JAPAN,90,41708.49,2.93,3.46,0.87,127
2023-Mar-22,JAPAN,90,29537.79,3.53,3.08,0.99,122
2023-Mar-23,JAPAN,90,44540.11,5.12,3.54,0.91,157
2023-Mar-24,JAPAN,90,39121.09,2.0,3.57,0.97,134
2023-Mar-25,JAPAN,90,45373.94,3.29,2.76,0.99,131
2023-Mar-26,JAPAN,90,38184.46,3.34,3.1,0.93,141
2023-Mar-27,JAPAN,90,33833.7,3.01,3.07,0.94,146
2023-Mar-28,JAPAN,90,36573.45,2.48,2.75,0.85,119
2023-Mar-29,JAPAN,90,33079.92,2.91,1.23,0.99,130
2023-Mar-30,JAPAN,90,40317.71,2.66,1.44,0.93,121
2023-Mar-31,JAPAN,90,39346.31,3.43,3.78,0.88,116
2023-Apr-01,JAPAN,90,54119.31,1.29,3.63,1.11,228
2023-Apr-02,JAPAN,90,44529.5,4.27,4.31,1.28,198
2023-Apr-03,JAPAN,90,49897.45,3.12,2.52,1.26,205
2023-Apr-04,JAPAN,90,31822.91,2.98,2.08,1.26,151
2023-Apr-05,JAPAN,90,35065.8,1.77,3.76,1.16,132
2023-Apr-06,JAPAN,90,35684.82,1.73,4.18,1.2,128
2023-Apr-07,JAPAN,90,36629.15,2.24,2.63,1.23,183
2023-Apr-08,JAPAN,90,50311.04,2.79,3.84,1.18,169
2023-Apr-09,JAPAN,90,22035.31,2.42,4.73,1.1,114
2023-Apr-10,JAPAN,90,37117.79,3.06,3.35,1.19,179
2023-Apr-11,JAPAN,90,49830.85,2.23,2.37,1.12,191
2023-Apr-12,JAPAN,90,39010.45,2.52,0.72,1.28,186
2023-Apr-13,JAPAN,90,17809.48,2.09,5.12,1.14,98
2023-Apr-14,JAPAN,90,43184.5,2.57,1.51,1.29,236
2023-Apr-15,JAPAN,90,41643.65,1.97,0.76,1.29,183
2023-Apr-16,JAPAN,90,33585.1,2.63,1.78,1.16,160
2023-Apr-17,JAPAN,90,54263.24,1.56,3.47,1.24,197
2023-Apr-18,JAPAN,90,44887.71,1.2,2.05,1.21,187
2023-Apr-19,JAPAN,90,48127.5,2.44,2.21,1.23,191
2023-Apr-20,JAPAN,90,29999.8,4.12,2.11,1.18,164
2023-Apr-21,JAPAN,90,34111.49,2.15,0.88,1.17,158
2023-Apr-22,JAPAN,90,51122.67,2.47,2.48,1.13,212
2023-Apr-23,JAPAN,90,45919.55,2.51,2.02,1.27,237
2023-Apr-24,JAPAN,90,21894.83,2.67,2.53,1.27,144
2023-Apr-25,JAPAN,90,50510.26,3.18,3.26,1.17,193
2023-Apr-26,JAPAN,90,50002.3,2.39,2.47,1.18,175
2023-Apr-27,JAPAN,90,37132.77,2.79,1.28,1.25,161
2023-Apr-28,JAPAN,90,43028.02,2.54,4.47,1.17,162
2023-Apr-29,JAPAN,90,22776.69,1.91,1.6,1.18,128
2023-Apr-30,JAPAN,90,35113.06,2.29,2.95,1.15,164
2023-May-01,JAPAN,90,39774.26,3.45,3.67,1.11,186
2023-May-02,JAPAN,90,42967.27,3.21,4.06,1.14,168
2023-May-03,JAPAN,90,33228.02,2.82,3.17,1.12,159
2023-May-04,JAPAN,90,34608.63,2.36,2.32,1.19,186
2023-May-05,JAPAN,90,38968.98,3.3,3.25,1.17,163
2023-May-06,JAPAN,90,30051.32,1.99,3.32,1.13,152
2023-May-07,JAPAN,90,41883.65,2.2,2.95,1.14,106
2023-May-08,JAPAN,90,48779.44,2.24,2.05,1.16,201
2023-May-09,JAPAN,90,33581.83,1.45,3.39,1.21,148
2023-May-10,JAPAN,90,45178.29,2.59,1.46,1.15,186
2023-May-11,JAPAN,90,27149.95,3.38,3.49,1.14,143
2023-May-12,JAPAN,90,38133.73,3.07,2.03,1.15,195
2023-May-13,JAPAN,90,51484.57,1.62,2.64,1.24,164
2023-May-14,JAPAN,90,40803.62,2.51,2.23,1.29,153
2023-May-15,JAPAN,90,25015.95,3.26,2.45,1.1,156
2023-May-16,JAPAN,90,23577.0,1.8,1.49,1.16,114
2023-May-17,JAPAN,90,46078.3,3.72,0.86,1.27,197
2023-May-18,JAPAN,90,45594.4,2.96,3.63,1.21,171
2023-May-19,JAPAN,90,39967.42,1.68,2.52,1.26,181
2023-May-20,JAPAN,90,36627.13,1.44,3.23,1.17,168
2023-May-21,JAPAN,90,34389.68,2.33,-0.6,1.15,152
2023-May-22,JAPAN,90,54381.87,3.25,3.76,1.13,186
2023-May-23,JAPAN,90,38128.82,2.1,3.54,1.25,171
2023-May-24,JAPAN,90,45631.73,2.34,4.65,1.13,183
2023-May-25,JAPAN,90,43559.17,3.33,1.59,1.22,212
2023-May-26,JAPAN,90,38436.47,3.31,3.65,1.15,175
2023-May-27,JAPAN,90,34185.81,3.76,2.95,1.12,143
2023-May-28,JAPAN,90,44617.55,3.1,3.13,1.15,157
2023-May-29,JAPAN,90,37603.88,1.93,4.18,1.25,149
2023-May-30,JAPAN,90,27629.78,4.26,0.94,1.26,188
2023-May-31,JAPAN,90,52341.89,2.8,3.17,1.18,202
2023-Jun-01,JAPAN,90,37242.71,2.51,1.52,1.12,163
2023-Jun-02,JAPAN,90,41680.07,4.67,3.52,1.15,191
2023-Jun-03,JAPAN,90,45133.67,2.22,2.72,1.18,217
2023-Jun-04,JAPAN,90,40175.11,3.08,4.39,1.26,188
2023-Jun-05,JAPAN,90,46375.73,2.07,3.7,1.12,199
2023-Jun-06,JAPAN,90,50513.81,1.37,1.7,1.19,207
2023-Jun-07,JAPAN,90,39027.84,2.48,1.58,1.24,211
2023-Jun-08,JAPAN,90,47130.75,3.06,4.17,1.21,186
2023-Jun-09,JAPAN,90,42740.15,3.16,2.09,1.13,182
2023-Jun-10,JAPAN,90,38177.83,3.33,1.98,1.3,176
2023-Jun-11,JAPAN,90,57746.14,3.47,1.24,1.27,236
2023-Jun-12,JAPAN,90,39537.31,2.58,2.36,1.29,212
2023-Jun-13,JAPAN,90,41550.12,0.97,3.69,1.12,154
2023-Jun-14,JAPAN,90,41154.48,1.43,2.68,1.2,142
2023-Jun-15,JAPAN,90,51363.04,2.86,1.68,1.15,180
2023-Jun-16,JAPAN,90,44616.58,3.81,1.08,1.21,197
2023-Jun-17,JAPAN,90,35817.8,3.08,3.32,1.11,162
2023-Jun-18,JAPAN,90,44791.97,2.14,3.23,1.16,191
2023-Jun-19,JAPAN,90,47483.66,2.73,2.46,1.25,212
2023-Jun-20,JAPAN,90,41528.99,2.45,2.78,1.11,146
2023-Jun-21,JAPAN,90,32000.84,3.37,2.66,1.28,210
2023-Jun-22,JAPAN,90,39496.85,2.28,2.64,1.29,179
2023-Jun-23,JAPAN,90,45171.59,2.72,3.99,1.16,218
2023-Jun-24,JAPAN,90,56019.42,1.98,2.67,1.12,184
2023-Jun-25,JAPAN,90,33508.15,1.49,3.97,1.27,142
2023-Jun-26,JAPAN,90,56433.55,0.22,3.54,1.15,186
2023-Jun-27,JAPAN,90,50189.32,1.95,2.49,1.18,176
2023-Jun-28,JAPAN,90,52214.5,1.58,3.73,1.25,237
2023-Jun-29,JAPAN,90,53671.71,2.11,5.99,1.2,196
2023-Jun-30,JAPAN,90,29439.38,2.03,3.4,1.12,133
2023-Jul-01,JAPAN,90,27101.52,1.37,4.3,0.95,116
2023-Jul-02,JAPAN,90,30446.51,2.63,4.06,1.03,115
2023-Jul-03,JAPAN,90,37344.04,2.33,4.32,0.86,93
2023-Jul-04,JAPAN,90,28097.11,1.43,2.51,1.01,106
2023-Jul-05,JAPAN,90,50040.84,2.08,5.41,0.89,145
2023-Jul-06,JAPAN,90,38303.28,2.77,3.56,1.0,150
2023-Jul-07,JAPAN,90,34008.22,2.2,2.76,0.95,120
2023-Jul-08,JAPAN,90,50484.85,1.95,3.47,0.86,153
2023-Jul-09,JAPAN,90,46080.86,2.74,3.74,0.85,128
2023-Jul-10,JAPAN,90,42509.79,1.78,3.14,0.91,114
2023-Jul-11,JAPAN,90,47278.27,1.43,3.59,1.0,150
2023-Jul-12,JAPAN,90,51963.67,0.73,5.42,0.93,135
2023-Jul-13,JAPAN,90,40708.85,1.6,2.15,0.96,133
2023-Jul-14,JAPAN,90,48967.74,2.83,2.06,0.9,161
2023-Jul-15,JAPAN,90,33115.63,2.91,4.15,0.95,116
2023-Jul-16,JAPAN,90,39670.01,3.58,5.1,0.94,163
2023-Jul-17,JAPAN,90,51934.26,3.7,3.78,0.86,137
2023-Jul-18,JAPAN,90,48242.0,2.05,2.54,0.9,138
2023-Jul-19,JAPAN,90,32446.98,3.57,1.24,1.02,154
2023-Jul-20,JAPAN,90,32097.07,2.56,3.32,0.88,122
2023-Jul-21,JAPAN,90,35817.18,0.89,3.13,0.9,109
2023-Jul-22,JAPAN,90,41905.37,2.44,4.89,0.86,113
2023-Jul-23,JAPAN,90,37100.26,2.87,2.71,0.87,126
2023-Jul-24,JAPAN,90,53111.68,3.47,2.98,1.01,189
2023-Jul-25,JAPAN,90,35533.88,2.99,1.68,1.05,150
2023-Jul-26,JAPAN,90,53223.3,2.76,2.16,0.85,176
2023-Jul-27,JAPAN,90,53152.77,3.14,2.94,0.86,127
2023-Jul-28,JAPAN,90,37497.31,2.58,4.5,1.01,153
2023-Jul-29,JAPAN,90,28468.78,1.86,2.05,1.03,120
2023-Jul-30,JAPAN,90,20919.09,4.2,3.98,0.9,89
2023-Jul-31,JAPAN,90,39794.26,2.32,1.99,1.03,119
2023-Aug-01,JAPAN,90,26999.03,1.59,3.06,0.94,109
2023-Aug-02,JAPAN,90,47314.08,4.04,1.9,0.89,168
2023-Aug-03,JAPAN,90,39329.74,1.26,1.6,0.94,166
2023-Aug-04,JAPAN,90,42740.57,2.45,3.07,1.02,139
2023-Aug-05,JAPAN,90,34966.23,3.26,3.79,0.91,116
2023-Aug-06,JAPAN,90,32732.98,2.07,2.1,0.95,120
2023-Aug-07,JAPAN,90,40632.38,2.07,3.47,0.89,124
2023-Aug-08,JAPAN,90,46918.79,1.88,2.66,1.05,166
2023-Aug-09,JAPAN,90,32948.53,1.3,4.0,1.01,127
2023-Aug-10,JAPAN,90,35220.49,3.95,3.4,0.99,148
2023-Aug-11,JAPAN,90,39338.42,0.84,3.15,0.9,138
2023-Aug-12,JAPAN,90,47792.99,3.65,3.42,1.01,156
2023-Aug-13,JAPAN,90,24122.5,1.33,3.24,0.9,94
2023-Aug-14,JAPAN,90,40251.42,3.03,2.85,0.9,132
2023-Aug-15,JAPAN,90,43484.37,3.42,4.16,0.95,147
2023-Aug-16,JAPAN,90,27072.19,2.47,2.42,1.01,111
2023-Aug-17,JAPAN,90,39693.41,1.57,1.02,0.94,150
2023-Aug-18,JAPAN,90,24584.51,2.14,4.06,0.97,90
2023-Aug-19,JAPAN,90,31886.69,1.79,2.84,0.92,121
2023-Aug-20,JAPAN,90,36600.51,2.35,5.02,0.95,125
2023-Aug-21,JAPAN,90,38542.72,3.2,2.05,1.02,156
2023-Aug-22,JAPAN,90,25501.13,2.58,2.79,1.03,150
2023-Aug-23,JAPAN,90,27062.62,1.77,3.6,0.89,106
2023-Aug-24,JAPAN,90,39590.52,2.1,1.52,1.04,130
2023-Aug-25,JAPAN,90,42110.04,3.0,4.66,1.02,141
2023-Aug-26,JAPAN,90,25507.27,1.95,3.79,0.88,88
2023-Aug-27,JAPAN,90,43487.58,2.65,1.96,1.02,147
2023-Aug-28,JAPAN,90,40309.62,2.09,0.2,1.03,171
2023-Aug-29,JAPAN,90,33974.37,3.9,3.72,0.95,129
2023-Aug-30,JAPAN,90,47009.7,1.85,2.75,1.01,162
2023-Aug-31,JAPAN,90,52800.78,2.12,4.12,1.03,191
2023-Sep-01,JAPAN,90,40795.77,2.51,3.92,0.92,133
2023-Sep-02,JAPAN,90,44459.27,2.54,1.67,0.95,160
2023-Sep-03,JAPAN,90,37490.17,1.69,3.86,1.01,133
2023-Sep-04,JAPAN,90,45149.35,2.59,4.0,1.05,193
2023-Sep-05,JAPAN,90,40315.68,2.53,4.69,0.86,148
2023-Sep-06,JAPAN,90,36812.44,2.07,2.2,0.95,128
2023-Sep-07,JAPAN,90,53841.37,2.12,2.29,1.04,201
2023-Sep-08,JAPAN,90,33703.71,3.0,3.64,0.88,106
2023-Sep-09,JAPAN,90,38767.68,2.93,3.89,1.04,137
2023-Sep-10,JAPAN,90,26782.06,2.32,1.67,0.96,127
2023-Sep-11,JAPAN,90,37957.93,2.12,3.91,1.01,143
2023-Sep-12,JAPAN,90,38027.43,2.15,5.19,0.87,125
2023-Sep-13,JAPAN,90,50432.53,0.01,3.05,0.91,123
2023-Sep-14,JAPAN,90,52926.98,3.23,2.01,1.0,157
2023-Sep-15,JAPAN,90,38797.98,1.19,2.73,0.95,132
2023-Sep-16,JAPAN,90,36725.28,5.2,3.68,0.95,126
2023-Sep-17,JAPAN,90,60833.27,3.44,2.45,0.93,186
2023-Sep-18,JAPAN,90,35850.9,2.24,3.27,1.02,163
2023-Sep-19,JAPAN,90,29711.33,2.49,2.35,0.91,107
2023-Sep-20,JAPAN,90,28186.74,1.9,3.79,0.99,128
2023-Sep-21,JAPAN,90,40867.19,2.75,2.0,0.9,119
2023-Sep-22,JAPAN,90,37466.56,1.81,4.14,0.97,149
2023-Sep-23,JAPAN,90,35136.05,3.97,3.11,0.94,128
2023-Sep-24,JAPAN,90,39293.01,1.99,1.09,0.96,174
2023-Sep-25,JAPAN,90,42449.05,3.83,3.31,0.97,178
2023-Sep-26,JAPAN,90,51630.72,2.35,4.03,0.99,151
2023-Sep-27,JAPAN,90,25286.64,2.6,2.41,0.97,104
2023-Sep-28,JAPAN,90,41936.57,1.78,5.7,0.87,110
2023-Sep-29,JAPAN,90,44409.41,2.73,3.19,1.0,152
2023-Sep-30,JAPAN,90,23918.27,1.84,2.51,1.02,97
2023-Oct-01,JAPAN,90,32246.79,3.71,3.51,1.22,163
2023-Oct-02,JAPAN,90,40452.09,2.37,2.76,1.27,184
2023-Oct-03,JAPAN,90,54093.4,3.1,2.89,1.27,245
2023-Oct-04,JAPAN,90,41190.25,1.72,1.65,1.27,186
2023-Oct-05,JAPAN,90,51208.83,2.49,3.26,1.18,242
2023-Oct-06,JAPAN,90,44671.06,2.2,3.32,1.16,199
2023-Oct-07,JAPAN,90,43496.9,2.99,2.58,1.18,217
2023-Oct-08,JAPAN,90,35485.68,2.45,2.11,1.22,160
2023-Oct-09,JAPAN,90,44713.6,2.35,3.8,1.23,164
2023-Oct-10,JAPAN,90,53011.45,2.95,3.38,1.27,218
2023-Oct-11,JAPAN,90,46248.63,1.57,1.4,1.13,179
2023-Oct-12,JAPAN,90,29084.23,2.35,2.79,1.27,142
2023-Oct-13,JAPAN,90,28337.67,3.29,3.45,1.22,152
2023-Oct-14,JAPAN,90,35285.97,3.8,3.37,1.2,148
2023-Oct-15,JAPAN,90,46490.64,2.45,3.55,1.17,196
2023-Oct-16,JAPAN,90,45410.86,3.24,3.17,1.15,181
2023-Oct-17,JAPAN,90,42633.81,2.85,3.18,1.14,178
2023-Oct-18,JAPAN,90,50818.9,3.0,2.83,1.21,154
2023-Oct-19,JAPAN,90,56953.92,1.57,5.54,1.19,164
2023-Oct-20,JAPAN,90,39481.82,2.04,3.3,1.13,162
2023-Oct-21,JAPAN,90,30387.27,2.86,3.32,1.14,151
2023-Oct-22,JAPAN,90,46643.99,2.99,2.97,1.16,168
2023-Oct-23,JAPAN,90,46515.73,2.18,1.16,1.19,175
2023-Oct-24,JAPAN,90,39806.97,2.63,3.19,1.11,170
2023-Oct-25,JAPAN,90,30169.79,1.58,2.53,1.25,152
2023-Oct-26,JAPAN,90,45322.68,2.65,2.15,1.3,252
2023-Oct-27,JAPAN,90,42157.34,2.61,2.0,1.23,186
2023-Oct-28,JAPAN,90,31189.71,1.79,2.38,1.25,171
2023-Oct-29,JAPAN,90,27027.92,2.77,3.68,1.2,122
2023-Oct-30,JAPAN,90,47908.87,2.87,1.9,1.19,189
2023-Oct-31,JAPAN,90,45196.88,1.23,4.29,1.25,169
2023-Nov-01,JAPAN,90,43825.12,1.97,2.41,1.2,172
2023-Nov-02,JAPAN,90,47984.93,0.42,4.43,1.15,171
2023-Nov-03,JAPAN,90,55301.51,2.24,2.97,1.27,186
2023-Nov-04,JAPAN,90,31308.86,1.72,3.42,1.21,158
2023-Nov-05,JAPAN,90,39094.73,3.51,2.03,1.25,179
2023-Nov-06,JAPAN,90,49570.38,3.05,2.37,1.24,244
2023-Nov-07,JAPAN,90,55161.19,4.5,2.55,1.17,206
2023-Nov-08,JAPAN,90,46233.5,2.01,2.37,1.19,199
2023-Nov-09,JAPAN,90,41902.64,2.5,3.58,1.14,176
2023-Nov-10,JAPAN,90,48269.03,3.42,2.38,1.24,195
2023-Nov-11,JAPAN,90,26041.92,2.1,1.98,1.13,119
2023-Nov-12,JAPAN,90,37946.76,2.28,2.27,1.25,170
2023-Nov-13,JAPAN,90,50130.64,2.88,4.38,1.17,200
2023-Nov-14,JAPAN,90,47523.74,2.92,3.84,1.12,180
2023-Nov-15,JAPAN,90,34529.21,2.24,1.64,1.24,171
2023-Nov-16,JAPAN,90,36332.9,2.81,2.27,1.29,184
2023-Nov-17,JAPAN,90,36519.38,2.57,4.18,1.28,169
2023-Nov-18,JAPAN,90,40605.01,2.54,1.31,1.17,187
2023-Nov-19,JAPAN,90,39248.77,2.22,5.15,1.28,196
2023-Nov-20,JAPAN,90,42135.82,1.94,2.61,1.27,209
2023-Nov-21,JAPAN,90,49843.68,0.62,3.02,1.28,207
2023-Nov-22,JAPAN,90,41999.1,3.91,3.48,1.16,173
2023-Nov-23,JAPAN,90,40130.99,2.38,3.41,1.22,159
2023-Nov-24,JAPAN,90,35220.82,2.63,4.63,1.12,146
2023-Nov-25,JAPAN,90,37872.64,1.2,3.63,1.22,174
2023-Nov-26,JAPAN,90,38552.11,1.76,3.1,1.19,177
2023-Nov-27,JAPAN,90,55486.89,3.66,1.36,1.12,207
2023-Nov-28,JAPAN,90,50182.06,3.18,2.43,1.11,157
2023-Nov-29,JAPAN,90,60687.8,2.19,2.24,1.13,210
2023-Nov-30,JAPAN,90,34075.49,3.4,4.61,1.26,126
2023-Dec-01,JAPAN,90,41749.75,2.13,3.58,1.18,169
2023-Dec-02,JAPAN,90,47608.93,4.47,2.89,1.27,192
2023-Dec-03,JAPAN,90,37730.35,1.87,3.69,1.22,187
2023-Dec-04,JAPAN,90,37148.82,1.52,2.46,1.22,194
2023-Dec-05,JAPAN,90,31101.38,3.71,4.15,1.14,130
2023-Dec-06,JAPAN,90,34238.86,2.18,3.16,1.17,167
2023-Dec-07,JAPAN,90,49146.89,3.79,2.23,1.12,194
2023-Dec-08,JAPAN,90,46351.57,1.07,5.89,1.16,159
2023-Dec-09,JAPAN,90,31290.45,2.7,1.87,1.13,158
2023-Dec-10,JAPAN,90,45650.97,3.46,3.84,1.18,184
2023-Dec-11,JAPAN,90,46371.44,4.34,1.6,1.25,248
2023-Dec-12,JAPAN,90,49169.46,1.4,2.02,1.28,230
2023-Dec-13,JAPAN,90,37261.56,2.45,4.19,1.22,182
2023-Dec-14,JAPAN,90,50201.0,1.65,3.86,1.29,251
2023-Dec-15,JAPAN,90,46972.45,1.15,3.83,1.13,174
2023-Dec-16,JAPAN,90,41817.07,2.66,0.77,1.24,196
2023-Dec-17,JAPAN,90,44242.95,2.91,3.2,1.15,175
2023-Dec-18,JAPAN,90,30870.67,0.16,1.86,1.24,155
2023-Dec-19,JAPAN,90,28454.39,3.77,2.41,1.19,162
2023-Dec-20,JAPAN,90,43781.99,2.81,4.45,1.28,195
2023-Dec-21,JAPAN,90,39105.22,3.63,2.13,1.24,180
2023-Dec-22,JAPAN,90,48712.79,2.8,2.12,1.18,162
2023-Dec-23,JAPAN,90,37523.92,2.92,2.2,1.29,191
2023-Dec-24,JAPAN,90,26213.58,2.59,0.9,1.27,159
2023-Dec-25,JAPAN,90,42342.63,2.14,2.87,1.28,155
2023-Dec-26,JAPAN,90,31441.77,1.98,2.6,1.18,128
2023-Dec-27,JAPAN,90,41048.95,1.9,4.52,1.22,187
2023-Dec-28,JAPAN,90,37126.94,2.84,3.14,1.19,134
2023-Dec-29,JAPAN,90,44952.67,3.2,3.54,1.16,174
2023-Dec-30,JAPAN,90,41316.02,3.58,2.21,1.25,190
2023-Dec-31,JAPAN,90,30499.57,3.28,1.7,1.21,170
2024-Jan-01,JAPAN,90,53029.02,3.99,1.23,0.86,158
2024-Jan-02,JAPAN,90,51470.66,1.87,3.66,0.94,129
2024-Jan-03,JAPAN,90,31063.92,3.12,3.51,0.85,86
2024-Jan-04,JAPAN,90,49468.39,1.91,3.96,1.02,140
2024-Jan-05,JAPAN,90,42390.87,2.1,2.12,0.96,154
2024-Jan-06,JAPAN,90,23082.45,3.04,2.29,1.05,112
2024-Jan-07,JAPAN,90,49535.45,1.23,4.32,1.02,150
2024-Jan-08,JAPAN,90,33472.72,3.5,4.19,0.91,107
2024-Jan-09,JAPAN,90,34277.9,1.9,4.15,1.02,133
2024-Jan-10,JAPAN,90,43897.75,1.81,2.97,0.89,144
2024-Jan-11,JAPAN,90,57085.5,2.79,3.16,1.04,201
2024-Jan-12,JAPAN,90,43876.73,2.29,3.08,1.05,163
2024-Jan-13,JAPAN,90,30167.98,3.91,3.86,1.01,142
2024-Jan-14,JAPAN,90,44131.17,1.63,3.34,0.98,127
2024-Jan-15,JAPAN,90,38865.48,3.09,2.49,0.88,103
2024-Jan-16,JAPAN,90,51361.48,2.06,1.65,1.04,184
2024-Jan-17,JAPAN,90,31905.75,2.54,3.07,1.03,129
2024-Jan-18,JAPAN,90,36004.39,2.22,3.12,0.99,145
2024-Jan-19,JAPAN,90,34246.84,1.88,4.85,0.94,118
2024-Jan-20,JAPAN,90,27174.27,2.67,3.13,0.93,91
2024-Jan-21,JAPAN,90,32912.57,3.61,2.72,0.99,139
2024-Jan-22,JAPAN,90,48463.69,2.54,1.63,0.98,163
2024-Jan-23,JAPAN,90,39382.68,1.75,2.24,0.94,137
2024-Jan-24,JAPAN,90,22748.44,2.95,2.35,0.94,100
2024-Jan-25,JAPAN,90,44412.74,2.64,4.15,0.92,143
2024-Jan-26,JAPAN,90,39453.71,2.77,2.87,1.03,147
2024-Jan-27,JAPAN,90,47029.87,1.74,2.06,1.03,137
2024-Jan-28,JAPAN,90,31539.88,2.92,3.3,0.94,130
2024-Jan-29,JAPAN,90,41055.76,1.95,2.54,1.04,140
2024-Jan-30,JAPAN,90,45872.85,2.16,2.23,0.87,115
2024-Jan-31,JAPAN,90,34097.96,1.87,3.87,1.01,105
2024-Feb-01,JAPAN,90,53466.52,1.13,3.83,0.99,163
2024-Feb-02,JAPAN,90,43025.7,2.48,2.73,0.86,120
2024-Feb-03,JAPAN,90,31965.3,1.42,2.7,0.89,114
2024-Feb-04,JAPAN,90,14868.68,2.85,2.25,0.85,77
2024-Feb-05,JAPAN,90,43811.44,1.71,5.24,1.04,145
2024-Feb-06,JAPAN,90,35425.78,1.33,3.43,0.97,104
2024-Feb-07,JAPAN,90,42662.08,2.34,3.18,0.87,137
2024-Feb-08,JAPAN,90,42267.02,1.05,3.64,0.88,122
2024-Feb-09,JAPAN,90,47624.08,1.57,2.64,0.93,141
2024-Feb-10,JAPAN,90,37602.78,2.28,2.7,0.92,143
2024-Feb-11,JAPAN,90,37093.5,3.03,1.45,0.85,129
2024-Feb-12,JAPAN,90,51423.62,2.61,3.23,0.87,150
2024-Feb-13,JAPAN,90,46539.74,1.97,4.33,0.94,128
